t,status_R1,status_R2,status_R3,status_R4,status_R5,remaining_R1,remaining_R2,remaining_R3,remaining_R4,remaining_R5,needs_decision_R1,needs_decision_R2,needs_decision_R3,needs_decision_R4,needs_decision_R5,rc_L1,rc_L2,pipeline_L1,pipeline_L2,pipeline_mode_L1,pipeline_mode_L2,gc_L1_PSC,gc_L1_NDG,gc_L1_BUSTA,gc_L2_PSC,restock_busy
316,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,3,6,9,1,1,0,0,0,6,5,6,0,RESTOCK,FREE,10,5,5,8,6
317,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,2,5,8,1,1,0,0,0,6,5,5,0,RESTOCK,FREE,10,5,5,8,5
318,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,1,4,7,1,1,0,0,0,6,5,4,0,RESTOCK,FREE,10,5,5,8,4
319,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,15,3,6,1,1,0,0,0,6,5,3,3,RESTOCK,CONSUME,10,5,5,7,3
320,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,14,2,5,1,1,0,0,0,6,5,2,2,RESTOCK,CONSUME,10,5,5,7,2
321,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,13,1,4,1,1,0,0,0,6,5,1,1,RESTOCK,CONSUME,10,5,5,7,1
322,RUNNING,IDLE,RUNNING,IDLE,RUNNING,15,0,12,0,3,0,1,0,1,0,6,6,3,15,CONSUME,RESTOCK,14,5,5,7,15
323,RUNNING,IDLE,RUNNING,IDLE,RUNNING,14,0,11,0,2,0,1,0,1,0,6,6,2,14,CONSUME,RESTOCK,14,5,5,7,14
324,RUNNING,IDLE,RUNNING,IDLE,RUNNING,13,0,10,0,1,0,1,0,1,0,5,6,1,13,CONSUME,RESTOCK,14,5,5,7,13
325,RUNNING,RUNNING,RUNNING,IDLE,IDLE,12,15,9,0,0,0,0,0,1,1,5,7,3,12,CONSUME,RESTOCK,13,5,5,7,12
326,RUNNING,RUNNING,RUNNING,IDLE,IDLE,11,14,8,0,0,0,0,0,1,1,5,7,2,11,CONSUME,RESTOCK,13,5,5,7,11
327,RUNNING,RUNNING,RUNNING,IDLE,IDLE,10,13,7,0,0,0,0,0,1,1,5,6,1,10,CONSUME,RESTOCK,13,5,5,7,10
328,RUNNING,RUNNING,RUNNING,IDLE,IDLE,9,12,6,0,0,0,0,0,1,1,5,6,0,9,FREE,RESTOCK,13,5,5,7,9
329,RUNNING,RUNNING,RUNNING,IDLE,IDLE,8,11,5,0,0,0,0,0,1,1,5,6,0,8,FREE,RESTOCK,13,5,5,7,8
330,RUNNING,RUNNING,RUNNING,IDLE,IDLE,7,10,4,0,0,0,0,0,1,1,5,6,0,7,FREE,RESTOCK,13,5,5,7,7
331,RUNNING,RUNNING,RUNNING,IDLE,IDLE,6,9,3,0,0,0,0,0,1,1,5,6,0,6,FREE,RESTOCK,13,5,5,7,6
332,RUNNING,RUNNING,RUNNING,IDLE,IDLE,5,8,2,0,0,0,0,0,1,1,4,6,0,5,FREE,RESTOCK,13,5,5,7,5
333,RUNNING,RUNNING,RUNNING,IDLE,IDLE,4,7,1,0,0,0,0,0,1,1,4,6,0,4,FREE,RESTOCK,13,5,5,7,4
334,RUNNING,RUNNING,IDLE,IDLE,IDLE,3,6,0,0,0,0,0,1,1,1,4,7,0,3,FREE,RESTOCK,13,5,5,7,3
335,RUNNING,RUNNING,IDLE,IDLE,IDLE,2,5,0,0,0,0,0,1,1,1,4,6,0,2,FREE,RESTOCK,13,5,5,7,2
336,RUNNING,RUNNING,IDLE,IDLE,IDLE,1,4,0,0,0,0,0,1,1,1,4,6,0,1,FREE,RESTOCK,13,5,5,7,1
337,RUNNING,RUNNING,RUNNING,IDLE,IDLE,15,3,15,0,0,0,0,0,1,1,5,6,3,3,CONSUME,CONSUME,12,5,5,11,0
338,RUNNING,RUNNING,RUNNING,IDLE,IDLE,14,2,14,0,0,0,0,0,1,1,5,6,2,2,CONSUME,CONSUME,12,5,5,11,0
339,RUNNING,RUNNING,RUNNING,IDLE,IDLE,13,1,13,0,0,0,0,0,1,1,5,6,1,1,CONSUME,CONSUME,12,5,5,11,0
340,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,12,15,12,15,0,0,0,0,0,1,5,6,3,3,CONSUME,CONSUME,11,5,5,10,0
341,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,11,14,11,14,0,0,0,0,0,1,5,6,2,2,CONSUME,CONSUME,11,5,5,10,0
342,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,10,13,10,13,0,0,0,0,0,1,5,6,1,1,CONSUME,CONSUME,11,5,5,10,0
343,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,9,12,9,12,0,0,0,0,0,1,5,5,0,15,FREE,RESTOCK,11,5,5,10,15
344,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,8,11,8,11,0,0,0,0,0,1,5,5,0,14,FREE,RESTOCK,11,5,5,10,14
345,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,7,10,7,10,0,0,0,0,0,1,5,5,0,13,FREE,RESTOCK,11,5,5,10,13
346,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,6,9,0,0,0,0,0,1,5,5,0,12,FREE,RESTOCK,11,5,5,10,12
347,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,5,8,0,0,0,0,0,1,5,5,0,11,FREE,RESTOCK,11,5,5,10,11
348,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,4,7,0,0,0,0,0,1,4,5,0,10,FREE,RESTOCK,11,5,5,10,10
349,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,3,6,3,6,0,0,0,0,0,1,4,5,0,9,FREE,RESTOCK,11,5,5,10,9
350,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,2,5,2,5,0,0,0,0,0,1,4,5,0,8,FREE,RESTOCK,11,5,5,10,8
351,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,1,4,1,4,0,0,0,0,0,1,4,4,0,7,FREE,RESTOCK,11,5,5,10,7
352,RUNNING,RUNNING,IDLE,RUNNING,IDLE,15,3,0,3,0,0,0,1,0,1,6,4,3,6,CONSUME,RESTOCK,10,5,5,10,6
353,RUNNING,RUNNING,IDLE,RUNNING,IDLE,14,2,0,2,0,0,0,1,0,1,6,4,2,5,CONSUME,RESTOCK,10,5,5,10,5
354,RUNNING,RUNNING,IDLE,RUNNING,IDLE,13,1,0,1,0,0,0,1,0,1,6,4,1,4,CONSUME,RESTOCK,10,5,5,10,4
355,RUNNING,RUNNING,IDLE,IDLE,IDLE,12,15,0,0,0,0,0,1,1,1,7,5,3,3,CONSUME,RESTOCK,9,5,5,10,3
356,RUNNING,RUNNING,IDLE,IDLE,IDLE,11,14,0,0,0,0,0,1,1,1,6,5,2,2,CONSUME,RESTOCK,9,5,5,10,2
357,RUNNING,RUNNING,IDLE,IDLE,IDLE,10,13,0,0,0,0,0,1,1,1,6,5,1,1,CONSUME,RESTOCK,9,5,5,10,1
358,RUNNING,RUNNING,RUNNING,IDLE,IDLE,9,12,15,0,0,0,0,0,1,1,6,4,15,3,RESTOCK,CONSUME,9,5,5,14,15
359,RUNNING,RUNNING,RUNNING,IDLE,IDLE,8,11,14,0,0,0,0,0,1,1,6,4,14,2,RESTOCK,CONSUME,9,5,5,14,14
360,RUNNING,RUNNING,RUNNING,IDLE,IDLE,7,10,13,0,0,0,0,0,1,1,6,4,13,1,RESTOCK,CONSUME,9,5,5,14,13
361,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,12,15,0,0,0,0,0,1,6,4,12,3,RESTOCK,CONSUME,9,5,5,13,12
362,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,11,14,0,0,0,0,0,1,6,4,11,2,RESTOCK,CONSUME,9,5,5,13,11
363,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,10,13,0,0,0,0,0,1,6,4,10,1,RESTOCK,CONSUME,9,5,5,13,10
364,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,3,6,9,12,15,0,0,0,0,0,5,4,9,3,RESTOCK,CONSUME,9,5,5,12,9
365,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,2,5,8,11,14,0,0,0,0,0,5,4,8,2,RESTOCK,CONSUME,9,5,5,12,8
366,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,1,4,7,10,13,0,0,0,0,0,5,3,7,1,RESTOCK,CONSUME,9,5,5,12,7
367,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,3,6,9,12,1,0,0,0,0,6,3,6,0,RESTOCK,FREE,9,5,5,12,6
368,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,2,5,8,11,1,0,0,0,0,6,3,5,0,RESTOCK,FREE,9,5,5,12,5
369,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,1,4,7,10,1,0,0,0,0,6,3,4,0,RESTOCK,FREE,9,5,5,12,4
370,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,3,6,9,1,1,0,0,0,7,3,3,0,RESTOCK,FREE,9,5,5,12,3
371,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,2,5,8,1,1,0,0,0,7,3,2,0,RESTOCK,FREE,9,5,5,12,2
372,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,1,4,7,1,1,0,0,0,6,3,1,0,RESTOCK,FREE,9,5,5,12,1
373,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,15,0,15,3,6,0,1,0,0,0,6,4,3,3,CONSUME,CONSUME,13,5,5,11,0
374,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,14,0,14,2,5,0,1,0,0,0,6,3,2,2,CONSUME,CONSUME,13,5,5,11,0
375,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,13,0,13,1,4,0,1,0,0,0,6,3,1,1,CONSUME,CONSUME,13,5,5,11,0
376,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,12,15,12,15,3,0,0,0,0,0,6,4,3,3,CONSUME,CONSUME,12,5,5,10,0
377,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,11,14,11,14,2,0,0,0,0,0,6,4,2,2,CONSUME,CONSUME,12,5,5,10,0
378,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,10,13,10,13,1,0,0,0,0,0,6,4,1,1,CONSUME,CONSUME,12,5,5,10,0
379,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,9,12,9,12,0,0,0,0,0,1,6,5,0,15,FREE,RESTOCK,12,5,5,10,15
380,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,8,11,8,11,0,0,0,0,0,1,5,5,0,14,FREE,RESTOCK,12,5,5,10,14
381,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,7,10,7,10,0,0,0,0,0,1,5,5,0,13,FREE,RESTOCK,12,5,5,10,13
382,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,6,9,0,0,0,0,0,1,5,4,0,12,FREE,RESTOCK,12,5,5,10,12
383,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,5,8,0,0,0,0,0,1,5,4,0,11,FREE,RESTOCK,12,5,5,10,11
384,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,4,7,0,0,0,0,0,1,5,4,0,10,FREE,RESTOCK,12,5,5,10,10
385,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,3,6,3,6,0,0,0,0,0,1,5,4,0,9,FREE,RESTOCK,12,5,5,10,9
386,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,2,5,2,5,0,0,0,0,0,1,5,4,0,8,FREE,RESTOCK,12,5,5,10,8
387,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,1,4,1,4,0,0,0,0,0,1,5,4,0,7,FREE,RESTOCK,12,5,5,10,7
388,RUNNING,RUNNING,IDLE,RUNNING,IDLE,15,3,0,3,0,0,0,1,0,1,5,5,3,6,CONSUME,RESTOCK,11,5,5,10,6
389,RUNNING,RUNNING,IDLE,RUNNING,IDLE,14,2,0,2,0,0,0,1,0,1,5,5,2,5,CONSUME,RESTOCK,11,5,5,10,5
390,RUNNING,RUNNING,IDLE,RUNNING,IDLE,13,1,0,1,0,0,0,1,0,1,5,4,1,4,CONSUME,RESTOCK,11,5,5,10,4
391,RUNNING,RUNNING,IDLE,IDLE,IDLE,12,15,0,0,0,0,0,1,1,1,6,5,3,3,CONSUME,RESTOCK,10,5,5,10,3
392,RUNNING,RUNNING,IDLE,IDLE,IDLE,11,14,0,0,0,0,0,1,1,1,6,5,2,2,CONSUME,RESTOCK,10,5,5,10,2
393,RUNNING,RUNNING,IDLE,IDLE,IDLE,10,13,0,0,0,0,0,1,1,1,6,5,1,1,CONSUME,RESTOCK,10,5,5,10,1
394,RUNNING,RUNNING,RUNNING,IDLE,IDLE,9,12,15,0,0,0,0,0,1,1,6,5,15,3,RESTOCK,CONSUME,10,5,5,14,15
395,RUNNING,RUNNING,RUNNING,IDLE,IDLE,8,11,14,0,0,0,0,0,1,1,6,5,14,2,RESTOCK,CONSUME,10,5,5,14,14
396,RUNNING,RUNNING,RUNNING,IDLE,IDLE,7,10,13,0,0,0,0,0,1,1,5,5,13,1,RESTOCK,CONSUME,10,5,5,14,13
397,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,12,15,0,0,0,0,0,1,5,4,12,3,RESTOCK,CONSUME,10,5,5,13,12
398,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,11,14,0,0,0,0,0,1,5,4,11,2,RESTOCK,CONSUME,10,5,5,13,11
399,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,10,13,0,0,0,0,0,1,5,4,10,1,RESTOCK,CONSUME,10,5,5,13,10
400,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,3,6,9,12,15,0,0,0,0,0,5,4,9,3,RESTOCK,CONSUME,10,5,5,12,9
401,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,2,5,8,11,14,0,0,0,0,0,5,4,8,2,RESTOCK,CONSUME,10,5,5,12,8
402,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,1,4,7,10,13,0,0,0,0,0,5,4,7,1,RESTOCK,CONSUME,10,5,5,12,7
403,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,3,6,9,12,1,0,0,0,0,6,4,6,0,RESTOCK,FREE,10,5,5,12,6
404,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,2,5,8,11,1,0,0,0,0,6,4,5,0,RESTOCK,FREE,10,5,5,12,5
405,IDLE,RUNNING,RUNNING,RUNNING,RUNNING,0,1,4,7,10,1,0,0,0,0,5,3,4,0,RESTOCK,FREE,10,5,5,12,4
406,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,3,6,9,1,1,0,0,0,6,3,3,0,RESTOCK,FREE,10,5,5,12,3
407,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,2,5,8,1,1,0,0,0,6,3,2,0,RESTOCK,FREE,10,5,5,12,2
408,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,1,4,7,1,1,0,0,0,6,3,1,0,RESTOCK,FREE,10,5,5,12,1
409,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,15,0,15,3,6,0,1,0,0,0,6,4,3,3,CONSUME,CONSUME,14,5,5,11,0
410,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,14,0,14,2,5,0,1,0,0,0,6,4,2,2,CONSUME,CONSUME,14,5,5,11,0
411,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,13,0,13,1,4,0,1,0,0,0,6,4,1,1,CONSUME,CONSUME,14,5,5,11,0
412,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,12,15,12,15,3,0,0,0,0,0,6,5,3,3,CONSUME,CONSUME,13,5,5,10,0
413,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,11,14,11,14,2,0,0,0,0,0,5,4,2,2,CONSUME,CONSUME,13,5,5,10,0
414,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,10,13,10,13,1,0,0,0,0,0,5,4,1,1,CONSUME,CONSUME,13,5,5,10,0
415,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,9,12,9,12,0,0,0,0,0,1,5,5,0,15,FREE,RESTOCK,13,5,5,10,15
416,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,8,11,8,11,0,0,0,0,0,1,5,5,0,14,FREE,RESTOCK,13,5,5,10,14
417,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,7,10,7,10,0,0,0,0,0,1,5,5,0,13,FREE,RESTOCK,13,5,5,10,13
418,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,6,9,0,0,0,0,0,1,5,5,0,12,FREE,RESTOCK,13,5,5,10,12
419,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,5,8,0,0,0,0,0,1,5,5,0,11,FREE,RESTOCK,13,5,5,10,11
420,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,4,7,0,0,0,0,0,1,5,5,0,10,FREE,RESTOCK,13,5,5,10,10
421,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,3,6,3,6,0,0,0,0,0,1,4,4,0,9,FREE,RESTOCK,13,5,5,10,9
422,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,2,5,2,5,0,0,0,0,0,1,4,4,0,8,FREE,RESTOCK,13,5,5,10,8
423,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,1,4,1,4,0,0,0,0,0,1,4,4,0,7,FREE,RESTOCK,13,5,5,10,7
424,RUNNING,RUNNING,IDLE,RUNNING,IDLE,15,3,0,3,0,0,0,1,0,1,5,5,3,6,CONSUME,RESTOCK,12,5,5,10,6
425,RUNNING,RUNNING,IDLE,RUNNING,IDLE,14,2,0,2,0,0,0,1,0,1,5,5,2,5,CONSUME,RESTOCK,12,5,5,10,5
426,RUNNING,RUNNING,IDLE,RUNNING,IDLE,13,1,0,1,0,0,0,1,0,1,5,5,1,4,CONSUME,RESTOCK,12,5,5,10,4
427,RUNNING,RUNNING,IDLE,IDLE,IDLE,12,15,0,0,0,0,0,1,1,1,6,6,3,3,CONSUME,RESTOCK,11,5,5,10,3
428,RUNNING,RUNNING,IDLE,IDLE,IDLE,11,14,0,0,0,0,0,1,1,1,6,6,2,2,CONSUME,RESTOCK,11,5,5,10,2
429,RUNNING,RUNNING,IDLE,IDLE,IDLE,10,13,0,0,0,0,0,1,1,1,5,5,1,1,CONSUME,RESTOCK,11,5,5,10,1
430,RUNNING,RUNNING,RUNNING,IDLE,IDLE,9,12,15,0,0,0,0,0,1,1,5,5,0,3,FREE,CONSUME,11,5,5,14,0
431,RUNNING,RUNNING,RUNNING,IDLE,IDLE,8,11,14,0,0,0,0,0,1,1,5,5,0,2,FREE,CONSUME,11,5,5,14,0
432,RUNNING,RUNNING,RUNNING,IDLE,IDLE,7,10,13,0,0,0,0,0,1,1,5,5,0,1,FREE,CONSUME,11,5,5,14,0
433,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,6,9,12,15,0,0,0,0,0,1,5,5,0,3,FREE,CONSUME,11,5,5,13,0
434,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,5,8,11,14,0,0,0,0,0,1,5,5,0,2,FREE,CONSUME,11,5,5,13,0
435,RUNNING,RUNNING,RUNNING,RUNNING,IDLE,4,7,10,13,0,0,0,0,0,1,5,5,0,1,FREE,CONSUME,11,5,5,13,0
436,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,3,6,9,12,15,0,0,0,0,0,5,4,0,3,FREE,CONSUME,11,5,5,12,0
437,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,2,5,8,11,14,0,0,0,0,0,4,4,0,2,FREE,CONSUME,11,5,5,12,0
438,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,1,4,7,10,13,0,0,0,0,0,4,4,0,1,FREE,CONSUME,11,5,5,12,0
439,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,15,3,6,9,12,0,0,0,0,0,5,4,3,0,CONSUME,FREE,10,5,5,12,0
440,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,14,2,5,8,11,0,0,0,0,0,5,4,2,0,CONSUME,FREE,10,5,5,12,0
441,RUNNING,RUNNING,RUNNING,RUNNING,RUNNING,13,1,4,7,10,0,0,0,0,0,5,4,1,0,CONSUME,FREE,10,5,5,12,0
442,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,12,0,3,6,9,0,1,0,0,0,6,4,15,0,RESTOCK,FREE,10,5,5,12,15
443,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,11,0,2,5,8,0,1,0,0,0,6,4,14,0,RESTOCK,FREE,10,5,5,12,14
444,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,10,0,1,4,7,0,1,0,0,0,6,3,13,0,RESTOCK,FREE,10,5,5,12,13
445,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,9,0,15,3,6,0,1,0,0,0,6,3,12,3,RESTOCK,CONSUME,10,5,5,11,12
446,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,8,0,14,2,5,0,1,0,0,0,6,3,11,2,RESTOCK,CONSUME,10,5,5,11,11
447,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,7,0,13,1,4,0,1,0,0,0,6,3,10,1,RESTOCK,CONSUME,10,5,5,11,10
448,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,6,0,12,15,3,0,1,0,0,0,6,4,9,3,RESTOCK,CONSUME,10,5,5,10,9
449,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,5,0,11,14,2,0,1,0,0,0,6,4,8,2,RESTOCK,CONSUME,10,5,5,10,8
450,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,4,0,10,13,1,0,1,0,0,0,6,4,7,1,RESTOCK,CONSUME,10,5,5,10,7
451,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,3,0,9,12,15,0,1,0,0,0,6,5,6,3,RESTOCK,CONSUME,10,5,5,9,6
452,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,2,0,8,11,14,0,1,0,0,0,6,4,5,2,RESTOCK,CONSUME,10,5,5,9,5
453,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,1,0,7,10,13,0,1,0,0,0,5,4,4,1,RESTOCK,CONSUME,10,5,5,9,4
454,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,6,9,12,1,1,0,0,0,6,4,3,0,RESTOCK,FREE,10,5,5,9,3
455,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,5,8,11,1,1,0,0,0,6,4,2,0,RESTOCK,FREE,10,5,5,9,2
456,IDLE,IDLE,RUNNING,RUNNING,RUNNING,0,0,4,7,10,1,1,0,0,0,6,4,1,0,RESTOCK,FREE,10,5,5,9,1
457,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,15,0,3,6,9,0,1,0,0,0,6,4,3,15,CONSUME,RESTOCK,14,5,5,9,15
458,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,14,0,2,5,8,0,1,0,0,0,6,4,2,14,CONSUME,RESTOCK,14,5,5,9,14
459,RUNNING,IDLE,RUNNING,RUNNING,RUNNING,13,0,1,4,7,0,1,0,0,0,6,4,1,13,CONSUME,RESTOCK,14,5,5,9,13
460,RUNNING,RUNNING,IDLE,RUNNING,RUNNING,12,15,0,3,6,0,0,1,0,0,6,4,3,12,CONSUME,RESTOCK,13,5,5,9,12
461,RUNNING,RUNNING,IDLE,RUNNING,RUNNING,11,14,0,2,5,0,0,1,0,0,5,4,2,11,CONSUME,RESTOCK,13,5,5,9,11
462,RUNNING,RUNNING,IDLE,RUNNING,RUNNING,10,13,0,1,4,0,0,1,0,0,5,4,1,10,CONSUME,RESTOCK,13,5,5,9,10
463,RUNNING,RUNNING,IDLE,IDLE,RUNNING,9,12,0,0,3,0,0,1,1,0,5,5,0,9,FREE,RESTOCK,13,5,5,9,9
464,RUNNING,RUNNING,IDLE,IDLE,RUNNING,8,11,0,0,2,0,0,1,1,0,5,5,0,8,FREE,RESTOCK,13,5,5,9,8
465,RUNNING,RUNNING,IDLE,IDLE,RUNNING,7,10,0,0,1,0,0,1,1,0,5,5,0,7,FREE,RESTOCK,13,5,5,9,7
466,RUNNING,RUNNING,IDLE,IDLE,IDLE,6,9,0,0,0,0,0,1,1,1,5,6,0,6,FREE,RESTOCK,13,5,5,9,6
467,RUNNING,RUNNING,IDLE,IDLE,IDLE,5,8,0,0,0,0,0,1,1,1,5,6,0,5,FREE,RESTOCK,13,5,5,9,5
468,RUNNING,RUNNING,IDLE,IDLE,IDLE,4,7,0,0,0,0,0,1,1,1,5,5,0,4,FREE,RESTOCK,13,5,5,9,4
469,RUNNING,RUNNING,IDLE,IDLE,IDLE,3,6,0,0,0,0,0,1,1,1,4,5,0,3,FREE,RESTOCK,13,5,5,9,3
470,RUNNING,RUNNING,IDLE,IDLE,IDLE,2,5,0,0,0,0,0,1,1,1,4,5,0,2,FREE,RESTOCK,13,5,5,9,2
471,RUNNING,RUNNING,IDLE,IDLE,IDLE,1,4,0,0,0,0,0,1,1,1,4,5,0,1,FREE,RESTOCK,13,5,5,9,1
472,IDLE,RUNNING,IDLE,IDLE,IDLE,0,3,0,0,0,1,0,1,1,1,5,5,0,0,FREE,FREE,13,5,5,14,0
473,IDLE,RUNNING,IDLE,IDLE,IDLE,0,2,0,0,0,1,0,1,1,1,5,5,0,0,FREE,FREE,13,5,5,14,0
474,IDLE,RUNNING,IDLE,IDLE,IDLE,0,1,0,0,0,1,0,1,1,1,5,5,0,0,FREE,FREE,13,5,5,14,0
475,IDLE,IDLE,IDLE,IDLE,IDLE,0,0,0,0,0,1,1,1,1,1,6,4,0,0,FREE,FREE,13,5,5,14,0
476,IDLE,IDLE,IDLE,IDLE,IDLE,0,0,0,0,0,1,1,1,1,1,6,4,0,0,FREE,FREE,13,5,5,14,0
477,IDLE,IDLE,IDLE,IDLE,IDLE,0,0,0,0,0,1,1,1,1,1,5,4,0,0,FREE,FREE,13,5,5,14,0
478,IDLE,IDLE,IDLE,IDLE,IDLE,0,0,0,0,0,1,1,1,1,1,5,4,0,0,FREE,FREE,13,5,5,14,0
479,IDLE,IDLE,IDLE,IDLE,IDLE,0,0,0,0,0,1,1,1,1,1,5,4,0,0,FREE,FREE,13,5,5,14,0
